醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日,URL,latitude,longitude
1517020040,台新醫院,醫院,04 -22139966,臺中市東區東信里振興路439－3號及441號,中區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,義肢業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,皮膚科,神經科,復健科,牙科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,66000,1995/03/01,https://www.google.com/maps/place?q=臺中市東區東信里振興路439－3號及441號,120.70299357534772,24.13035827
1517021074,臺安醫院,醫院,04 -23602000,臺中市東區進化路203號,中區業務組,地區醫院,"門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,兒科,婦產科,泌尿科,牙科,麻醉科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上看診、星期日晚上看診,每週六、週日牙科停診，國定例假日提供上午及夜間門診，農曆春節期間門診另行公告，提供產科24小時接生服務。,66000,2003/12/01,https://www.google.com/maps/place?q=臺中市東區進化路203號,120.69166457534834,24.14904297
1517030055,林森醫院,醫院,04 -22227800,臺中市西區三民里三民路一段152－1號,中區業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,成人預防保健,定量免疫法糞便潛血檢查","內科,外科,骨科,復健科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,66000,1995/03/01,https://www.google.com/maps/place?q=臺中市西區三民里三民路一段152－1號,120.67040147534783,24.135860778
1517040015,宏恩醫院,醫院,04 -22623123,臺中市南區和平里復興路二段38－13號,中區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,復健科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,66000,1995/03/01,https://www.google.com/maps/place?q=臺中市南區和平里復興路二段38－13號,120.65807317534738,24.12025217
1517050084,新亞東婦產科醫院,醫院,04 -22075779,臺中市北區中清路1段403號、407號1樓,中區業務組,地區醫院,"門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,定量免疫法糞便潛血檢查","兒科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,星期六晚上婦產科有門診.兒科晚上休診.星期日門診休診.24小時生產,66000,1999/07/01,https://www.google.com/maps/place?q=臺中市北區中清路1段403號、407號1樓,120.67459717534834,24.151400678
1517051107,勝美醫院,醫院,04 -22013333,臺中市北區平等里五權路480．482號,中區業務組,地區醫院,"門診診療,住院診療,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查",內科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,66000,2000/08/18,https://www.google.com/maps/place?q=臺中市北區平等里五權路480．482號,120.47784875791568,24.658750511
1517070031,友仁醫院,醫院,04 -24739995,臺中市南屯區五權西路2段197號,中區業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,星期一至星期日提供24小時急診服務,66000,1999/05/21,https://www.google.com/maps/place?q=臺中市南屯區五權西路2段197號,120.64695347534801,24.13986377
1517080019,聯安醫院,醫院,04 -22441995,臺中市北屯區東光里東山路一段37號,中區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,復健科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,66000,1995/03/01,https://www.google.com/maps/place?q=臺中市北屯區東光里東山路一段37號,120.69676547534904,24.1705989783
1517080091,全民醫院,醫院,04 -22916666,臺中市北屯區中清路二段516號,中區業務組,地區醫院,"門診診療,住院診療,成人預防保健,兒童牙齒預防保健,定量免疫法糞便潛血檢查","家醫科,內科,外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,緊急治療時間是早上9點至晚上11點45分．門診治療是早上9點至晚上10點,66000,1998/06/06,https://www.google.com/maps/place?q=臺中市北屯區中清路二段516號,120.66391217534935,24.18159257
1517081141,博愛外科醫院,醫院,04 -22954722,臺中市北屯區文心路3段431號,中區業務組,地區醫院,"門診診療,住院診療,成人預防保健",外科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午休診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,66000,2008/04/25,https://www.google.com/maps/place?q=臺中市北屯區文心路3段431號,120.66536807534915,24.173491978
1521030081,洪外科醫院,醫院,06 -2240011,臺南市中西區民生路2段60號,南區業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","外科,骨科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10021,1995/03/01,https://www.google.com/maps/place?q=臺南市中西區民生路2段60號,120.1950640753132,22.9951919791
